[header]
width=50
height=50
tilewidth=32
tileheight=32
orientation=orthogonal
background_color=0,0,0,255

[tilesets]
tileset=../images/DungeonCrawl_ProjectUtumnoTileset.png,32,32,0,0

[layer]
type=Tile Layer 1
data=
3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,
3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,
3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,3052,
3052,3052,3052,3052,3052,3052,3052,3052,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,3052,3052,3052,3052,3052,3052,3052,
3052,3052,3052,3052,3052,3052,3052,3052,1033,1026,1027,1028,1025,1026,1027,1028,1025,1026,1027,1028,1025,1026,1027,1028,1033,1026,1027,1028,1025,1026,1027,1028,1025,1026,1027,1028,1025,1026,1027,1028,1025,1026,1033,3052,3052,3052,3052,3052,3052,3052,
3052,3052,3052,3052,3052,3052,3052,3052,1033,1026,1027,1028,1025,1026,1027,1028,1025,1026,1027,1028,1025,1026,1027,1028,1033,1026,1027,1028,1025,1026,1027,1028,1025,1026,1027,1028,1025,1026,1027,1028,1025,1026,1033,3052,3052,3052,3052,3052,3052,3052,
3052,3052,3052,3052,3052,3052,3052,3052,1033,1026,1027,1028,1025,1026,1027,1028,1025,1026,1027,1028,1025,1026,1027,1028,1033,1026,1027,1028,1025,1026,1027,1028,1025,1026,1027,1028,1025,1026,1027,1028,1025,1026,1033,3052,3052,3052,3052,3052,3052,3052,
3052,3052,3052,3052,3052,3052,3052,3052,1033,1026,1027,1028,1025,1026,1027,1028,1025,1026,1027,1028,1025,1026,1027,1028,1033,1026,1027,1028,1025,1026,1027,1028,1025,1026,1027,1028,1025,1026,1027,1028,1025,1026,1033,3052,3052,3052,3052,3052,3052,3052,
3052,3052,3052,3052,3052,3052,3052,3052,1033,1026,1027,1028,1025,1026,1027,1028,1025,1026,1027,1028,1025,1026,1027,1028,1033,1026,1027,1028,1025,1026,1027,1028,1025,1026,1027,1028,1025,1026,1027,1028,1025,1026,1033,3052,3052,3052,3052,3052,3052,3052,
3052,3052,3052,3052,3052,3052,3052,3052,1033,1026,1027,1028,1025,1026,1027,1028,1025,1026,1027,1028,1025,1026,1027,1028,1033,1026,1027,1028,1025,1026,1027,1028,1025,1026,1027,1028,1025,1026,1027,1028,1025,1026,1033,3052,3052,3052,3052,3052,3052,3052,
3052,3052,3052,3052,3052,3052,3052,3052,1033,1026,1027,1028,1025,1026,1027,1028,1025,1026,1027,1028,1025,1026,1027,1028,1033,1026,1027,1028,1025,1026,1027,1028,1025,1026,1027,1028,1025,1026,1027,1028,1025,1026,1033,3052,3052,3052,3052,3052,3052,3052,
3052,3052,3052,3052,3052,3052,3052,3052,1033,1026,1027,1028,1025,1026,1027,1028,1025,1026,1027,1028,1025,1026,1027,1028,1033,1026,1027,1028,1025,1026,1027,1028,1025,1026,1027,1028,1025,1026,1027,1028,1025,1026,1033,3052,3052,3052,3052,3052,3052,3052,
3052,3052,3052,3052,3052,3052,3052,3052,1033,1026,1027,1028,1025,1026,1027,1028,1025,1026,1027,1028,1025,1026,1027,1028,1033,1026,1027,1028,1025,1026,1027,1028,1025,1026,1027,1028,1025,1026,1027,1028,1025,1026,1033,3052,3052,3052,3052,3052,3052,3052,
3052,3052,3052,3052,3052,3052,3052,3052,1033,1026,1027,1028,1025,1026,1027,1028,1025,1026,1027,1028,1025,1026,1027,1028,1033,1026,1027,1028,1025,1026,1027,1028,1025,1026,1027,1028,1025,1026,1027,1028,1025,1026,1033,3052,3052,3052,3052,3052,3052,3052,
3052,3052,3052,3052,3052,3052,3052,3052,1033,1026,1027,1028,1025,1026,1027,1028,1025,1026,1027,1028,1025,1026,1027,1028,1033,1026,1027,1028,1025,1026,1027,1028,1025,1026,1027,1028,1025,1026,1027,1028,1025,1026,1033,3052,3052,3052,3052,3052,3052,3052,
